RETRO_RISK_SERIES,STATEMENT_SEGMENT,NPV_STATEMENT_NUMBER_SEGMENT,COHORT,RETRO_RISK_GROUP,COMBINED_UTIL_GROUP,IS_IN_IN,IS_SWAP_IN,IS_4K_PLUS,REAL_OUTCOME,CREDIT_LIMIT_BUCKET,CLIP_AMOUNT_GROUP_ASSUMPTIONS,STATEMENT_SEGMENT_NEW,ELIGIBILITY_CATEGORY,REWARDS_TYPE,APR_TYPE,STATEMENTS_SINCE_CLIP,ORIGINAL_STATEMENTS,OPEN_STATEMENTS,CHARGED_OFF_STATEMENTS,CHARGEOFFS_PBAD,PRINCIPAL_BALANCE_OPEN_ACCOUNTS,PURCHASE_BALANCE_OPEN_ACCOUNTS,TOTAL_BALANCE_OPEN_ACCOUNTS,CREDIT_LIMIT_OPEN_ACCOUNTS,BKT2_ACCOUNTS,VOLUNTARY_CLOSURES,PRINCIPAL_BALANCE_CHARGEDOFF_ACCOUNTS,CREDIT_LIMIT_CHARGEDOFF_ACCOUNTS,CASH_ADVANCE_TAKERS,CASH_ADVANCE_AMOUNT,LATE_FEES,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS,AVERAGE_PURCHASE_BALANCE_OPEN_ACCOUNTS,OPEN_STATEMENTS_ASSUMPTIONS,CREDIT_LIMIT_OPEN_ACCOUNTS_ASSUMPTIONS,ORIGINAL_STATEMENTS_ASSUMPTIONS,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS_ASSUMPTIONS,PBAD,SEVERITY,UTILIZATION,CREDIT_LINE,CASH_ADVANCE_AGGREGATE,PENALTY_AGGREGATE,PVOL_AGGREGATE,ATTRITION_AGGREGATE,OUTSTANDING_AGGREGATE,REVOLVE_AGGREGATE,PBAD_PER_OPEN,UTILIZATION_PER_OPEN,FINAL_PURCHASE_VOLUME_PERCENTAGE,UTIL_OPEN_ASMPT,SEVERITY_ASMPT,CLOSE_OPEN_ASMPT,CREDIT_LINE_PER_OPEN,CASH_INCIDENCE_ASMPT,PENALTY_FEE_RATE_ASMPT,OUTSTANDINGS_PER_ORIGINAL_ASMPT,REVOLVE_RATE_ASMPT
F,26,Y3,2023 Q1,6.0,7.0,False,False,False,APPROVED,1,3000,Y3+,Eligible,Non-Rewards,Low,53,2,,,,,,,,,0,,,,,,,,2,8850.00,2,2710.44800000,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.013996875,0.6234498025,0.013688729329421397,0.6338290999999999,0.8518,0.0015400000000000001,3664,0.006200000000000001,0.0279,1180.5882791244144,0.9455072999999999
F,11,Y1-S11,2023 Q2,3.0,3.0,True,False,False,APPROVED,2,1500,Y1,Eligible,Rewards,Low,79,13,,,,,,,,,0,,,,,,,,11,49700.00,13,20576.51827957,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,11,Y1-S11,2022 Q2,3.0,6.0,True,False,False,APPROVED,1,500,Y1,Eligible,Non-Rewards,Low,21,4,,,,,,,,,0,,,,,,,,7,14650.00,4,10981.18578732,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.007353606776,0.70911028,0.08271903242959426,0.70911028,0.824227603664864,0.0011400000000000002,1257,0.00507363,0.029300000000000003,822.1756951208398,0.9403482933086291
F,7,Y1-S7,2022 Q4,4.0,1.0,False,False,False,APPROVED,3,100,Y1,Eligible,Rewards,Low,33,1,,,,,,,,,0,,,,,,,,3,14800.00,1,2599.71831183,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.00892094288,0.324564077,0.049203534134548275,0.32481597,0.8393731662892541,0.001019999999999,2579,0.00522745,0.030500000000000003,681.328696657502,0.8811869824598241
F,18,Y2,2022 Q4,7.0,3.0,False,False,False,OTHER,1,0,Y2,Eligible,Non-Rewards,Low,37,272,,,,,,,,,0,,,,,,,,188,217950.00,272,85454.80333336,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01139139801,0.4592906,0.02478287464012251,0.4592906,0.8581000000000001,0.0014600000000000001,653,0.0064,0.0475,209.0788550171942,0.89826268
F,11,Y1-S11,2021 H2,6.0,2.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,High,25,193,193.0,0.0,0.0,174791.02,23586.83,182770.18,393650.00,3.0,0,0.00,0.00,1.0,180.25,11.0,179029.70670920,162140.96,193,393650.00,193,179029.70670920,0.000000,0E-8,0.46429615,2039.63730570,180.25,11.0,23586.83,0,179029.70670920,0.13174814,0.01511549581,0.41236858,0.04482515945867209,0.41236858,0.8687633437137551,0.0011400000000000002,1476,0.00551021,0.046,496.3178833824969,0.9102563418171141
F,18,Y2,2025 Q1,8.0,4.0,False,False,False,OTHER,4,0,Y2,Eligible,Rewards,Low,16,4,,,,,,,,,0,,,,,,,,2,6600.00,4,1787.14233333,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.0107457105,0.50260298,0.058253149394310096,0.50260298,0.8769,0.00197,3515,0.0067,0.0567,1601.7936275813809,0.91241722
F,26,Y3,2024 Q4,9.0,1.0,False,False,False,OTHER,1,0,Y3+,Eligible,Rewards,Low,62,1,,,,,,,,,0,,,,,,,,10,5750.00,1,1065.33145161,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,11,Y1-S11,2022 Q4,4.0,3.0,True,False,False,APPROVED,2,500,Y1,Eligible,Non-Rewards,Low,33,32,,,,,,,,,0,,,,,,,,24,98950.00,32,35947.58996776,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.008876979976,0.48706616,0.0547090163523473,0.48706616,0.8393731662892541,0.001019999999999,1981,0.00522745,0.030500000000000003,774.9933065058995,0.9240317199769471
F,7,Y1-S7,2019 H2,1.0,1.0,True,False,False,APPROVED,1,500,Y1,Not Eligible,Non-Rewards,Low,82,8,,,,,,,,,0,,,,,,,,8,23500.00,8,727.96451613,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,11,Y1-S11,2022 Q4,2.0,6.0,False,False,False,OTHER,2,0,Y1,Eligible,Rewards,Low,81,3,,,,,,,,,0,,,,,,,,3,12500.00,3,5819.78835484,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,7,Y1-S7,2023 Q1,8.0,4.0,False,False,False,APPROVED,2,100,Y1,Eligible,Rewards,Low,36,49,,,,,,,,,0,,,,,,,,2,4200.00,49,2064.43833333,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01400317476,0.59349357,0.03946773435076531,0.59349357,0.8782466275751251,0.001019999999999,1568,0.0057658300000000004,0.0516,597.0156242791503,0.9329387415379221
F,11,Y1-S11,2024 Q1,7.0,6.0,False,False,False,APPROVED,1,2000,Y1,Eligible,Rewards,Low,39,5,,,,,,,,,0,,,,,,,,9,24850.00,5,16944.93581721,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01369304216,0.72041696,0.05157169310966543,0.72041696,0.86955055864978,0.001019999999999,2690,0.0056416,0.0463,1190.3942769750417,0.941835764111678
F,11,Y1-S11,2019 H2,15.0,,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,Low,13,3,,,,,,,,,0,,,,,,,,2,3000.00,3,2743.67000000,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,7,Y1-S7,2019 H2,6.0,5.0,True,False,False,APPROVED,1,300,Y1,Eligible,Non-Rewards,High,1,189,189.0,0.0,0.0,116307.35,39145.28,118825.20,170850.00,0.0,0,0.00,0.00,2.0,387.50,4.0,109570.84000000,104243.46,189,170850.00,189,109570.84000000,0.000000,0E-8,0.69549429,903.96825397,387.50,4.0,39145.28,0,109570.84000000,0.35726002,0.0001478109203,0.5465277,0.21564495645138887,0.5465277,0.606967346480874,0.0007800000000000001,1008,0.0076815,0.0094,550.3887906367471,0.8850306438946041
F,18,Y2,2022 Q3,8.0,9.0,False,False,False,APPROVED,2,500,Y2,Eligible,Non-Rewards,High,27,15,15.0,0.0,0.0,32498.34,4665.87,33487.46,53700.00,0.0,0,0.00,0.00,0.0,0.00,1.0,30895.82454838,29901.91,15,53700.00,15,30895.82454838,0.000000,0E-8,0.62360261,3580.00000000,0.00,1.0,4665.87,0,30895.82454838,0.15101944,0.0161509179,0.7512492,0.03285003064817668,0.7512492,0.8705,0.0018100000000000002,1947,0.0064,0.058600000000000006,1067.6946440185818,0.9458438
F,18,Y2,2021 H2,2.0,8.0,True,False,False,APPROVED,3,500,Y2,Eligible,Non-Rewards,Low,49,1,,,,,,,,,0,,,,,,,,1,4000.00,1,3580.64032258,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.005470583593,0.6019525684,0.0447242113684566,0.6050175,0.803,0.0014600000000000001,2961,0.0047,0.0181,1333.022300699392,0.9456624100000001
F,26,Y3,2020 H1,13.0,5.0,False,False,False,OTHER,2,0,Y3+,Eligible,Non-Rewards,Low,27,2,,,,,,,,,0,,,,,,,,5,8500.00,2,947.33382795,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01874166667,0.5938207,0.02757876211163735,0.5938207,0.9025000000000001,0.0015400000000000001,1478,0.0053,0.07390000000000001,577.9444537979473,0.9272155400000001
F,7,Y1-S7,2020 H1,8.0,1.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,High,43,2,2.0,0.0,0.0,175.11,175.11,175.11,1400.00,0.0,0,0.00,0.00,0.0,0.00,0.0,112.97419354,0.00,2,1400.00,2,112.97419354,0.000000,0E-8,0.12507857,700.00000000,0.00,0.0,175.11,0,112.97419354,1.55000000,0.01400317476,0.40182038,0.03783917971364985,0.40182038000000003,0.8782466275751251,0.0008399999999990001,674,0.0057658300000000004,0.0512,156.30645817186993,0.8811869824598241
F,11,Y1-S11,2024 Q3,2.0,3.0,True,False,False,APPROVED,1,2000,Y1,Eligible,Rewards,Low,36,63,,,,,,,,,0,,,,,,,,63,190550.00,63,96948.94098929,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.005747999108,0.52293963,0.08254757773779836,0.52293963,0.8164760822565751,0.001019999999999,2807,0.00490132,0.0213,1252.7535712450667,0.9240317199769471
F,7,Y1-S7,2025 Q2,4.0,3.0,False,False,False,OTHER,3,0,Y1,Eligible,Non-Rewards,Low,82,46,,,,,,,,,0,,,,,,,,5,15000.00,46,4369.45803226,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,26,Y3,2022 Q2,7.0,8.0,False,False,False,APPROVED,1,1000,Y3+,Eligible,Non-Rewards,High,20,8,8.0,0.0,0.0,21697.12,1075.01,22457.53,22750.00,0.0,0,0.00,0.00,0.0,0.00,1.0,21758.24566664,21090.50,8,22750.00,8,21758.24566664,0.000000,0E-8,0.98714418,2843.75000000,0.00,1.0,1075.01,0,21758.24566664,0.04940702,0.01234270833,0.7646772,0.02998506649909693,0.7646772,0.8661000000000001,0.0019100000000000002,1661,0.00638226,0.055630000000000006,1089.315701572733,0.9465072999999999
F,7,Y1-S7,2023 Q4,2.0,4.0,True,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,Low,52,70,,,,,,,,,0,,,,,,,,68,242550.00,70,140120.33769889,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.006094126275,0.5819818,0.06659536348588821,0.5819818,0.8164760822565751,0.0008399999999990001,1807,0.00490132,0.0213,791.6688372187339,0.9329387415379221
F,11,Y1-S11,2024 Q4,3.0,8.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,Low,49,1,,,,,,,,,0,,,,,,,,6,11750.00,1,7005.55179570,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.007317092542,0.71581875,0.04784951948930481,0.7158187500000001,0.829476701018487,0.0008399999999990001,1496,0.00507363,0.0261,772.5505426374726,0.9461976067505481
F,11,Y1-S11,2025 Q1,15.0,8.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,Low,45,339,,,,,,,,,0,,,,,,,,205,140200.00,339,120474.74165601,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.02672616367,0.81917528,0.006489473439144737,0.8191752800000001,0.9320234609670741,0.0008399999999990001,608,0.00638743,0.074,114.46749450934256,0.9461976067505481
F,18,Y2,2022 Q2,7.0,9.0,False,False,False,APPROVED,3,500,Y2,Eligible,Non-Rewards,Low,49,9,,,,,,,,,0,,,,,,,,5,23150.00,9,16515.00997849,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01513262444,0.6823676574,0.022869211035762484,0.6858385,0.8595,0.0014600000000000001,2964,0.0064,0.0335,1046.849011985523,0.9458438
F,26,Y3,2022 Q3,5.0,2.0,False,False,False,OTHER,3,0,Y3+,Eligible,Non-Rewards,Low,65,25,,,,,,,,,0,,,,,,,,17,69800.00,25,35350.84163441,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,26,Y3,2021 H2,13.0,3.0,False,False,False,OTHER,3,0,Y3+,Eligible,Non-Rewards,Low,23,2,,,,,,,,,0,,,,,,,,2,5750.00,2,3538.06695698,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.0201768681,0.50215,0.050507380349838975,0.5021500000000001,0.9094000000000001,0.0019100000000000002,2484,0.0053,0.07390000000000001,895.571584353722,0.87565314
F,7,Y1-S7,2023 Q1,5.0,,False,False,False,APPROVED,2,100,Y1,Eligible,Rewards,High,9,2,2.0,0.0,0.0,1100.14,1358.15,1131.82,4200.00,0.0,0,0.00,0.00,0.0,0.00,0.0,1301.90600000,1166.37,2,4200.00,2,1301.90600000,0.000000,0E-8,0.26948095,2100.00000000,0.00,0.0,1358.15,0,1301.90600000,1.04320128,,,,,,,,,,,
F,7,Y1-S7,2022 Q4,2.0,7.0,False,False,False,APPROVED,2,100,Y1,Eligible,Rewards,Low,66,1,,,,,,,,,0,,,,,,,,3,18800.00,1,4702.80387097,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,11,Y1-S11,2023 Q1,6.0,8.0,False,False,False,OTHER,3,0,Y1,Eligible,Rewards,Low,77,24,,,,,,,,,0,,,,,,,,21,76400.00,24,60809.16168817,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,18,Y2,2023 Q4,5.0,4.0,False,False,False,APPROVED,3,500,Y2,Eligible,Non-Rewards,Low,33,17,,,,,,,,,0,,,,,,,,14,43550.00,17,25592.08833333,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.00958475355,0.4527273367,0.031013941831085638,0.45502856,0.8338,0.0014600000000000001,2966,0.0059,0.040400000000000005,1018.9593025486764,0.91403104
F,18,Y2,2022 Q3,8.0,8.0,False,False,False,OTHER,3,0,Y2,Eligible,Rewards,Low,39,10,,,,,,,,,0,,,,,,,,14,50100.00,10,31988.58175268,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01454628185,0.6828268,0.024297052986167616,0.6828268,0.8657,0.0014600000000000001,2458,0.0064,0.0476,1014.0627815754173,0.9456624100000001
F,7,Y1-S7,2023 Q3,5.0,7.0,True,False,False,APPROVED,1,750,Y1,Eligible,Rewards,Low,38,9,,,,,,,,,0,,,,,,,,8,25000.00,9,21766.87374194,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.009657880933,0.75448604,0.050194125105476675,0.75448604,0.849585222682923,0.001019999999999,1479,0.0053725,0.031400000000000004,828.1213120110846,0.9441795241852121
F,7,Y1-S7,2023 Q2,2.0,2.0,True,False,False,APPROVED,1,1000,Y1,Not Eligible,Non-Rewards,Low,76,1,,,,,,,,,0,,,,,,,,238,873900.00,1,411727.31689250,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,18,Y2,2023 Q2,4.0,4.0,False,False,True,OTHER,5,0,Y2,Eligible,Rewards,Low,82,8,,,,,,,,,0,,,,,,,,27,148250.00,8,70388.47896775,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,11,Y1-S11,2023 Q3,4.0,8.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,High,19,5,5.0,0.0,0.0,8583.59,162.86,8822.12,11450.00,0.0,0,0.00,0.00,0.0,0.00,0.0,8767.47697004,8740.16,5,11450.00,5,8767.47697004,0.000000,0E-8,0.77049083,2290.00000000,0.00,0.0,162.86,0,8767.47697004,0.01857547,0.007518353684,0.78879024,0.06349534126603645,0.78879024,0.8504505010081921,0.0011400000000000002,1481,0.0051411700000000005,0.032100000000000004,1083.844046711534,0.9439501113595331
F,18,Y2,2019 H2,6.0,7.0,False,False,False,OTHER,1,0,Y2,Eligible,Non-Rewards,Low,45,46,,,,,,,,,0,,,,,,,,116,192300.00,46,87822.95574535,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01341642273,0.6275478,0.01593462247280967,0.6275478,0.8496,0.0014600000000000001,662,0.006200000000000001,0.0341,246.06015547279236,0.9423974700000001
F,18,Y2,2024 Q3,7.0,1.0,False,False,False,OTHER,3,0,Y2,Eligible,Rewards,Low,29,4,,,,,,,,,0,,,,,,,,4,10200.00,4,2316.87451613,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01003136567,0.2652909,0.02262463202556818,0.2652909,0.8597,0.0018100000000000002,2464,0.0064,0.055600000000000004,517.7313729148171,0.8609013999999999
F,11,Y1-S11,2021 H2,6.0,3.0,False,False,False,APPROVED,1,300,Y1,Eligible,Non-Rewards,Low,83,91,,,,,,,,,0,,,,,,,,58,181350.00,91,90521.46754608,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,11,Y1-S11,2021 H2,8.0,9.0,True,False,False,APPROVED,2,500,Y1,Eligible,Non-Rewards,High,33,27,27.0,0.0,0.0,58871.59,2942.63,61884.83,84450.00,1.0,1,0.00,0.00,2.0,231.50,4.0,59731.70446238,56857.81,27,84450.00,27,59731.70446238,0.000000,0E-8,0.73279846,3127.77777778,231.50,4.0,2942.63,1,59731.70446238,0.04926412,0.0141814706,0.82015183,0.03440159471646341,0.82015183,0.8782466275751251,0.001019999999999,1968,0.0057658300000000004,0.0528,1088.0891206202275,0.9472573796835111
F,7,Y1-S7,2020 H2,3.0,5.0,False,False,False,APPROVED,2,100,Y1,Eligible,Non-Rewards,Low,16,1,,,,,,,,,0,,,,,,,,6,16100.00,1,15164.41581718,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.004563319056,0.65964339,0.08160827732769423,0.65964339,0.8022838649096551,0.0009600000000000001,1596,0.0046556,0.024,1010.4549516445912,0.934627503177152
F,7,Y1-S7,2020 H1,4.0,5.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,Low,52,1,,,,,,,,,0,,,,,,,,5,16300.00,1,7286.53924732,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.00892094288,0.67808952,0.04335360371066667,0.67808952,0.8393731662892541,0.0008399999999990001,750,0.00522745,0.0296,342.89111066575146,0.9377883106196371
F,11,Y1-S11,2023 Q3,4.0,4.0,True,False,False,APPROVED,2,1500,Y1,Eligible,Non-Rewards,Low,79,14,,,,,,,,,0,,,,,,,,10,36200.00,14,23667.38598925,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,18,Y2,2023 Q3,1.0,2.0,False,True,False,OTHER,4,0,Y2,Eligible,Non-Rewards,High,16,5,5.0,0.0,0.0,5311.11,123.18,5670.67,22450.00,1.0,0,0.00,0.00,0.0,0.00,1.0,6870.92055914,5379.80,5,22450.00,5,6870.92055914,0.000000,0E-8,0.25259109,4490.00000000,0.00,1.0,123.18,0,6870.92055914,0.01792773,0.001733333333,0.2768131,0.05139472342227906,0.2768131,0.6664,0.00197,3519,0.004,0.0051,936.3961134304681,0.84977283
F,11,Y1-S11,2021 H2,6.0,10.0,True,False,False,APPROVED,1,500,Y1,Eligible,Non-Rewards,Low,17,1,,,,,,,,,0,,,,,,,,1,4350.00,1,4340.81035714,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01032771385,0.90637618,0.06661411043874173,0.90637618,0.8859756220663431,0.0009600000000000001,1208,0.00535699,0.0415,1001.1441779593625,0.946900693850915
F,7,Y1-S7,2020 H1,6.0,5.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,High,27,6,6.0,0.0,0.0,690.03,143.18,791.66,5500.00,1.0,0,0.00,0.00,0.0,0.00,1.0,754.29580645,710.83,6,5500.00,6,754.29580645,0.000000,0E-8,0.14393818,916.66666667,0.00,1.0,143.18,0,754.29580645,0.18981943,0.01314371092,0.68087421,0.05149514290536723,0.68087421,0.8644602741256081,0.0011400000000000002,708,0.00551021,0.0456,386.051802350959,0.9377883106196371
F,26,Y3,2022 Q2,4.0,4.0,False,False,False,OTHER,1,0,Y3+,Eligible,Non-Rewards,Low,55,151,,,,,,,,,0,,,,,,,,99,253800.00,151,109130.20486024,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.008566666667,0.50662304,0.011526765916666667,0.50662304,0.8349000000000001,0.0015400000000000001,672,0.0056,0.022500000000000003,215.6645304194074,0.90341328
F,11,Y1-S11,2023 Q2,5.0,7.0,True,False,True,APPROVED,3,1500,Y1,Eligible,Non-Rewards,Low,82,3,,,,,,,,,0,,,,,,,,1,4500.00,3,1226.99800000,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,7,Y1-S7,2023 Q4,2.0,7.0,True,False,True,APPROVED,3,2000,Y1,Eligible,Rewards,Low,25,2,,,,,,,,,0,,,,,,,,1,7000.00,2,1952.28483871,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.006472284112,0.7056753896,0.0845516962588764,0.72859756,0.80458300825367,0.0011400000000000002,4450,0.00490132,0.020800000000000003,2856.728445025222,0.9441795241852121
F,26,Y3,2024 Q3,2.0,7.0,False,False,False,OTHER,1,0,Y3+,Eligible,Non-Rewards,Low,78,1,,,,,,,,,0,,,,,,,,1,850.00,1,529.88233333,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,26,Y3,2024 Q2,6.0,1.0,False,False,False,OTHER,2,0,Y3+,Eligible,Rewards,Low,56,11,,,,,,,,,0,,,,,,,,11,15950.00,11,2952.43601075,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01244234784,0.2650288,0.008183169340565418,0.2650288,0.8527,0.0015400000000000001,1521,0.006200000000000001,0.0279,212.59540656210996,0.80293011
F,18,Y2,2020 H2,7.0,9.0,False,False,False,APPROVED,1,500,Y2,Eligible,Non-Rewards,Low,27,1,,,,,,,,,0,,,,,,,,8,16650.00,1,12351.49742010,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01487987215,0.8022812,0.02687947542237641,0.8022811999999999,0.8611000000000001,0.0018100000000000002,1153,0.0064,0.055600000000000004,694.8538781913526,0.9458438
F,11,Y1-S11,2022 Q3,8.0,5.0,False,False,False,OTHER,3,0,Y1,Eligible,Non-Rewards,Low,53,29,,,,,,,,,0,,,,,,,,21,63000.00,29,37946.80040858,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.0141814706,0.63494706,0.024328943216108453,0.63494706,0.8782466275751251,0.0008399999999990001,2508,0.0057658300000000004,0.0512,791.5583151934063,0.9377883106196371
F,18,Y2,2023 Q3,7.0,6.0,False,False,False,APPROVED,1,500,Y2,Eligible,Rewards,Low,48,51,,,,,,,,,0,,,,,,,,152,263150.00,51,155777.20321507,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01326201122,0.64710261,0.015567715462272334,0.64710261,0.8593000000000001,0.0014600000000000001,1153,0.0064,0.0347,420.60552815280664,0.93605466
F,18,Y2,2020 H2,2.0,3.0,True,False,False,APPROVED,1,1000,Y2,Eligible,Non-Rewards,High,44,8,8.0,0.0,0.0,13676.55,1469.29,14860.37,25050.00,1.0,0,0.00,0.00,0.0,0.00,2.0,14099.95903227,13398.79,8,25050.00,8,14099.95903227,0.000000,0E-8,0.59322834,3131.25000000,0.00,2.0,1469.29,0,14099.95903227,0.10420527,0.004420918427,0.3765902,0.03603121621030557,0.3765902,0.7969,0.003,1669,0.0047,0.0181,503.0462213411435,0.89826268
F,18,Y2,2022 Q4,2.0,2.0,False,False,True,APPROVED,5,1000,Y2,Eligible,Rewards,Low,59,1,,,,,,,,,0,,,,,,,,2,13000.00,1,6850.94666667,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.004183632475,0.2822589347,0.018814864286154403,0.29014619999999997,0.8152,0.0014600000000000001,5518,0.0047,0.0181,1151.887972090987,0.87920042
F,7,Y1-S7,2024 Q2,2.0,6.0,True,False,False,APPROVED,1,1500,Y1,Eligible,Non-Rewards,Low,18,4,,,,,,,,,0,,,,,,,,3,10750.00,4,6431.95454839,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.004293176811,0.75308121,0.10838967560511487,0.7530812100000001,0.7837701287485881,0.0009600000000000001,2307,0.00465271,0.0193,1658.8426209948398,0.939232690206342
F,7,Y1-S7,2023 Q1,15.0,8.0,False,False,False,APPROVED,1,100,Y1,Eligible,Rewards,Low,9,26,,,,,,,,,0,,,,,,,,389,336400.00,26,303264.17518132,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.03469839304,0.89914815,0.05248793478248588,0.89914815,0.9993696291993501,0.0009600000000000001,708,0.00857462,0.0777,561.5333110805316,0.942137297419643
F,18,Y2,2022 Q1,11.0,5.0,False,False,False,APPROVED,2,500,Y2,Eligible,Non-Rewards,Low,84,1,,,,,,,,,0,,,,,,,,1,6050.00,1,1908.55333333,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,26,Y3,2023 Q3,3.0,6.0,True,False,True,APPROVED,4,1000,Y3+,Eligible,Non-Rewards,Low,90,1,,,,,,,,,0,,,,,,,,1,5900.00,1,680.83133333,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,26,Y3,2019 H1,10.0,9.0,False,False,False,OTHER,1,500,Y3+,Eligible,Non-Rewards,Low,84,3,,,,,,,,,0,,,,,,,,2,5000.00,3,1504.08580645,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,,,,,,,,,,,
F,7,Y1-S7,2020 H1,8.0,7.0,False,False,False,APPROVED,1,300,Y1,Not Eligible,Non-Rewards,High,30,5,5.0,0.0,0.0,7178.05,117.50,7477.03,10800.00,0.0,0,0.00,0.00,0.0,0.00,0.0,7294.89386020,7177.99,5,10800.00,5,7294.89386020,0.000000,0E-8,0.69231759,2160.00000000,0.00,0.0,117.50,0,7294.89386020,0.01610716,0.01541836382,0.73961935,0.04695714807700205,0.73961935,0.8782466275751251,0.0011400000000000002,974,0.0057658300000000004,0.0539,507.0362594650735,0.9441795241852121
F,7,Y1-S7,2023 Q3,5.0,7.0,True,False,False,APPROVED,2,1000,Y1,Eligible,Rewards,Low,50,74,,,,,,,,,0,,,,,,,,66,285500.00,74,211917.48754839,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.009899327957,0.7276291,0.04825536159693672,0.7276290999999999,0.849585222682923,0.0008399999999990001,2481,0.0053725,0.031400000000000004,1168.025344938275,0.9441795241852121
F,11,Y1-S11,2020 H2,10.0,8.0,False,False,False,APPROVED,1,300,Y1,Eligible,Non-Rewards,Low,15,1,,,,,,,,,0,,,,,,,,25,30950.00,1,28703.64117258,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,0.01654093127,0.8698012,0.049553204105485235,0.8698011999999999,0.9273476539030151,0.0009600000000000001,948,0.00608073,0.060700000000000004,727.6336488798534,0.9424517810988571
