RETRO_RISK_SERIES,STATEMENT_SEGMENT,NPV_STATEMENT_NUMBER_SEGMENT,COHORT,RETRO_RISK_GROUP,COMBINED_UTIL_GROUP,IS_IN_IN,IS_SWAP_IN,IS_4K_PLUS,REAL_OUTCOME,CREDIT_LIMIT_BUCKET,CLIP_AMOUNT_GROUP_ASSUMPTIONS,STATEMENT_SEGMENT_NEW,ELIGIBILITY_CATEGORY,REWARDS_TYPE,APR_TYPE,STATEMENTS_SINCE_CLIP,ORIGINAL_STATEMENTS,OPEN_STATEMENTS,CHARGED_OFF_STATEMENTS,CHARGEOFFS_PBAD,PRINCIPAL_BALANCE_OPEN_ACCOUNTS,PURCHASE_BALANCE_OPEN_ACCOUNTS,TOTAL_BALANCE_OPEN_ACCOUNTS,CREDIT_LIMIT_OPEN_ACCOUNTS,BKT2_ACCOUNTS,VOLUNTARY_CLOSURES,PRINCIPAL_BALANCE_CHARGEDOFF_ACCOUNTS,CREDIT_LIMIT_CHARGEDOFF_ACCOUNTS,CASH_ADVANCE_TAKERS,CASH_ADVANCE_AMOUNT,LATE_FEES,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS,AVERAGE_PURCHASE_BALANCE_OPEN_ACCOUNTS,OPEN_STATEMENTS_ASSUMPTIONS,CREDIT_LIMIT_OPEN_ACCOUNTS_ASSUMPTIONS,ORIGINAL_STATEMENTS_ASSUMPTIONS,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS_ASSUMPTIONS,PBAD,SEVERITY,UTILIZATION,CREDIT_LINE,CASH_ADVANCE_AGGREGATE,PENALTY_AGGREGATE,PVOL_AGGREGATE,ATTRITION_AGGREGATE,OUTSTANDING_AGGREGATE,REVOLVE_AGGREGATE,PBAD_PER_OPEN,UTILIZATION_PER_OPEN,FINAL_PURCHASE_VOLUME_PERCENTAGE,UTIL_OPEN_ASMPT,SEVERITY_ASMPT,CLOSE_OPEN_ASMPT,CREDIT_LINE_PER_OPEN,CASH_INCIDENCE_ASMPT,PENALTY_FEE_RATE_ASMPT,OUTSTANDINGS_PER_ORIGINAL_ASMPT,REVOLVE_RATE_ASMPT,ACTUAL_PBAD_PER_OPEN,ACTUAL_SEVERITY,ACTUAL_UTIL,ACTUAL_DQ30,ACTUAL_CREDIT_LINE,ACTUAL_CASH_ADVANCE,ACTUAL_PENALTY,ACTUAL_PVOL,ACTUAL_ATTRITION,ACTUAL_OUTSTANDING
F,18,Y2,2025 Q2,8.0,10.0,False,False,False,OTHER,3,0,Y2,Eligible,Non-Rewards,Low,82,20,,,,,,,,,0,,,,,,,,20,57250.0,20,55465.32391398,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2024 Q4,5.0,8.0,False,False,False,OTHER,1,0,Y1,Eligible,Rewards,Low,61,9,,,,,,,,,0,,,,,,,,2,1050.0,9,870.708,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2025 Q1,9.0,7.0,False,False,False,OTHER,4,0,Y2,Eligible,Rewards,Low,7,12,,,,,,,,,0,,,,,,,,12,42100.0,12,32399.56183872,0.0,0.0,0.0,0.0,,,,0,,0.0,0.002041666667,0.7001036,0.07998926749714448,0.7001035999999999,0.8493,0.0016400000000000002,3502,0.008,0.0526,2418.7980437768238,0.92878796,,,,,,,,,,
F,7,Y1-S7,2018 H2,14.0,6.0,False,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,Low,36,18,,,,,,,,,0,,,,,,,,34,71000.0,18,38806.57443851,0.0,0.0,0.0,0.0,,,,0,,0.0,0.02072055456,0.75013564,0.021359124945510836,0.75013564,0.91293645819231,0.001019999999999,1615,0.00633566,0.0694,550.1513297550525,0.941835764111678,,,,,,,,,,
F,26,Y3,2020 H2,10.0,9.0,False,False,False,OTHER,1,0,Y3+,Eligible,Non-Rewards,Low,21,19,,,,,,,,,0,,,,,,,,147,155750.0,19,103452.8186438,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01714166667,0.8479889,0.02015408767131783,0.8479888999999999,0.8904000000000001,0.0019100000000000002,645,0.0063,0.0646,435.96102556777953,0.9475072999999999,,,,,,,,,,
F,26,Y3,2024 Q4,4.0,3.0,False,False,True,OTHER,5,0,Y3+,Eligible,Rewards,Low,85,24,,,,,,,,,0,,,,,,,,24,114750.0,24,33294.65112903,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2022 Q3,5.0,3.0,False,False,False,APPROVED,2,300,Y1,Eligible,Rewards,Low,53,6,,,,,,,,,0,,,,,,,,6,23300.0,6,9110.9715484,0.0,0.0,0.0,0.0,,,,0,,0.0,0.009657880933,0.53529235,0.043883130144862434,0.53529235,0.849585222682923,0.0008399999999990001,1781,0.0053725,0.031400000000000004,603.2772248579654,0.9240317199769471,,,,,,,,,,
F,18,Y2,2021 H1,15.0,2.0,False,False,False,OTHER,1,0,Y2,Eligible,Non-Rewards,Low,62,43,,,,,,,,,0,,,,,,,,18,9250.0,43,2526.35645162,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2022 Q1,1.0,2.0,False,False,False,APPROVED,2,100,Y1,Eligible,Non-Rewards,Low,15,1,,,,,,,,,0,,,,,,,,6,13600.0,1,1870.144,0.0,0.0,0.0,0.0,,,,0,,0.0,0.001476965203,0.35088953,0.10346962556,0.35088953,0.645294945724159,0.0009600000000000001,1600,0.00353185,0.011,549.7039413551038,0.8799782782329081,,,,,,,,,,
F,11,Y1-S11,2025 Q1,1.0,4.0,False,False,False,APPROVED,2,2000,Y1,Eligible,Rewards,Low,81,26,,,,,,,,,0,,,,,,,,26,100000.0,26,44853.15073004,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2020 H2,7.0,7.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,High,51,309,301.0,6.0,72.0,491855.6,18733.61,520938.7,686400.0,8.0,3,11718.47,12400.0,2.0,174.99,27.0,521094.12415598,480474.1,301,686400.0,309,521094.12415598,0.239203,1953.07833333,0.75894333,2280.3986711,174.99,27.0,18733.61,3,521094.12415598,0.03595053,0.01273771364,0.7201749,0.028679702710144927,0.7201749,0.86955055864978,0.0008399999999990001,690,0.0056416,0.0463,267.08386262736485,0.9441795241852121,0.019933554817275746,0.9450379032258064,0.7165728438228438,0.026578073089700997,2280.3986710963454,0.006644518272425249,0.08970099667774087,0.03596125609404715,0.009966777408637873,521094.12415598
F,11,Y1-S11,2024 Q4,14.0,8.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,Low,61,7,,,,,,,,,0,,,,,,,,47,87500.0,7,71977.76127962,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2022 Q3,5.0,5.0,True,False,False,APPROVED,1,2500,Y1,Eligible,Rewards,Low,57,1,,,,,,,,,0,,,,,,,,7,28950.0,1,27196.72133333,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01198886575,0.6707983604,0.06794336501455558,0.67603243,0.849585222682923,0.0008399999999990001,3229,0.0053725,0.031400000000000004,1170.60339428457,0.9377883106196371,,,,,,,,,,
F,11,Y1-S11,2023 Q1,12.0,9.0,False,False,False,APPROVED,2,2000,Y1,Eligible,Non-Rewards,Low,78,1,,,,,,,,,0,,,,,,,,1,3600.0,1,3009.83633333,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2024 Q4,3.0,5.0,True,False,False,APPROVED,2,1500,Y1,Eligible,Rewards,Low,46,9,,,,,,,,,0,,,,,,,,2,9000.0,9,5780.23111828,0.0,0.0,0.0,0.0,,,,0,,0.0,0.007593743323,0.63248097,0.055873179108811746,0.63248097,0.829476701018487,0.0008399999999990001,2996,0.00507363,0.0261,1411.7006149380622,0.9377883106196371,,,,,,,,,,
F,18,Y2,2021 H2,11.0,4.0,False,False,False,OTHER,1,0,Y2,Eligible,Non-Rewards,Low,59,184,,,,,,,,,0,,,,,,,,99,118950.0,184,46714.67101155,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01106313201,0.58496889,0.017022500976152623,0.58496889,0.8756,0.0014600000000000001,629,0.0061,0.0397,179.5716921294745,0.91403104,,,,,,,,,,
F,7,Y1-S7,2024 Q4,4.0,9.0,False,False,False,APPROVED,2,1500,Y1,Eligible,Rewards,Low,10,2,,,,,,,,,0,,,,,,,,1,3500.0,2,3630.48032258,0.0,0.0,0.0,0.0,,,,0,,0.0,0.002849853284,0.8872203,0.09878904134350888,0.8872203,0.735765179402009,0.0009600000000000001,2981,0.0046538,0.020200000000000003,2597.4054553169176,0.9434227046503321,,,,,,,,,,
F,26,Y3,2023 Q1,6.0,6.0,False,False,True,APPROVED,4,3000,Y3+,Eligible,Non-Rewards,Low,87,9,,,,,,,,,0,,,,,,,,7,46850.0,9,5669.51533333,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2021 H2,9.0,8.0,False,False,False,APPROVED,2,500,Y1,Eligible,Non-Rewards,High,43,16,16.0,0.0,0.0,18853.09,842.65,19402.78,55250.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21780.37517972,18414.52,16,55250.0,16,21780.37517972,0.0,0.0,0.35118154,3453.125,0.0,0.0,842.65,0,21780.37517972,0.0386885,0.01665776035,0.77989897,0.028551684793472715,0.77989897,0.8852122574193391,0.0008399999999990001,1961,0.00588291,0.056100000000000004,813.9815103903807,0.9461976067505481,0.0,,0.34123239819004525,0.0,3453.125,0.0,0.0,0.0434293436301396,0.0,21780.37517972
F,26,Y3,2023 Q1,6.0,4.0,False,False,True,APPROVED,2,3000,Y3+,Eligible,Non-Rewards,High,2,2,2.0,0.0,0.0,2303.46,1079.16,2355.21,8650.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1745.35473117,1780.13,2,8650.0,2,1745.35473117,0.0,0.0,0.27227861,4325.0,0.0,0.0,1079.16,0,1745.35473117,0.61830411,0,0.2899375875,0.09716281033576643,0.3040612,0.6054,0.0020700000000000002,4521,0.0092,0.0264,1305.3867053390015,0.7992314500000001,0.0,,0.2662959537572254,0.0,4325.0,0.0,0.0,0.45820117951265493,0.0,1745.35473117
F,11,Y1-S11,2022 Q1,12.0,1.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,Low,83,23,,,,,,,,,0,,,,,,,,4,2350.0,23,1740.33805377,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2022 Q1,8.0,9.0,False,False,False,APPROVED,2,2000,Y2,Eligible,Non-Rewards,High,29,21,21.0,0.0,0.0,71642.68,5753.12,74427.57,101050.0,1.0,0,0.0,0.0,0.0,0.0,3.0,76792.21647311,74660.73,21,101050.0,21,76792.21647311,0.0,0.0,0.73654201,4811.9047619,0.0,3.0,5753.12,0,76792.21647311,0.07491801,0.01700241008,0.7467485,0.030859961532637075,0.7467484999999999,0.8686,0.0018100000000000002,3447,0.0064,0.058600000000000006,1773.316240776045,0.9458438,0.0,,0.708982483918852,0.047619047619047616,4811.9047619047615,0.0,0.14285714285714285,0.0772982377363657,0.0,76792.21647311
F,26,Y3,2020 H1,9.0,7.0,False,False,False,OTHER,1,0,Y3+,Eligible,Non-Rewards,Low,86,81,,,,,,,,,0,,,,,,,,34,82950.0,81,40293.09005301,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,26,Y3,2023 Q1,8.0,9.0,False,False,True,APPROVED,4,3000,Y3+,Eligible,Rewards,Low,87,1,,,,,,,,,0,,,,,,,,1,7000.0,1,6946.55933333,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2024 Q2,6.0,5.0,False,False,False,OTHER,4,0,Y1,Eligible,Rewards,Low,26,2,,,,,,,,,0,,,,,,,,2,8000.0,2,5251.46,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01338297464,0.65644881,0.052987850799714284,0.65644881,0.866611808919682,0.0011400000000000002,3500,0.00551021,0.0458,1866.6479541572692,0.9377883106196371,,,,,,,,,,
F,11,Y1-S11,2023 Q1,10.0,6.0,False,False,False,APPROVED,2,1000,Y1,Eligible,Non-Rewards,Low,12,3,,,,,,,,,0,,,,,,,,20,51900.0,3,42973.83440855,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01533385727,0.76023846,0.054452065443403905,0.7602384600000001,0.9170142702232891,0.0009600000000000001,2456,0.00613341,0.0545,1731.7343633826983,0.9372095228519691,,,,,,,,,,
F,18,Y2,2024 Q4,2.0,3.0,True,False,True,APPROVED,5,500,Y2,Eligible,Rewards,Low,13,49,,,,,,,,,0,,,,,,,,49,267000.0,49,90368.79330105,0.0,0.0,0.0,0.0,,,,0,,0.0,0.001452986818,0.3671428819,0.060001816227381426,0.37233689999999997,0.7161000000000001,0.00197,5018,0.0045000000000000005,0.012660000000000001,1784.7042702992699,0.87143569,,,,,,,,,,
F,7,Y1-S7,2023 Q3,1.0,3.0,True,False,False,APPROVED,2,750,Y1,Eligible,Rewards,Low,48,18,,,,,,,,,0,,,,,,,,18,83350.0,18,36651.41974192,0.0,0.0,0.0,0.0,,,,0,,0.0,0.003967060099,0.48833073,0.06664551243911111,0.48833073,0.7919449209707871,0.0008399999999990001,2250,0.00420561,0.014400000000000001,928.4824404413168,0.9240317199769471,,,,,,,,,,
F,18,Y2,2022 Q4,6.0,10.0,False,False,False,APPROVED,3,1000,Y2,Eligible,Non-Rewards,Low,54,2,,,,,,,,,0,,,,,,,,2,11000.0,2,10496.75935484,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01554947133,0.7141551498,0.03668275547327362,0.7225054,0.8521000000000001,0.0014600000000000001,3461,0.006200000000000001,0.0279,1169.4853370350897,0.9468437999999999,,,,,,,,,,
F,26,Y3,2020 H2,4.0,,False,False,False,OTHER,1,0,Y3+,Eligible,Non-Rewards,Low,64,6,,,,,,,,,0,,,,,,,,2,5650.0,6,5396.80166667,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2020 H1,11.0,4.0,False,False,False,OTHER,1,0,Y2,Eligible,Non-Rewards,High,54,6,6.0,0.0,0.0,4313.17,1066.35,4428.5,15400.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4095.04796774,4049.31,6,15400.0,6,4095.04796774,0.0,0.0,0.28756494,2566.66666667,0.0,0.0,1066.35,0,4095.04796774,0.26039988,0.01132685387,0.58496889,0.017218810691573928,0.58496889,0.8768,0.0014600000000000001,629,0.0061,0.0397,191.65190603006496,0.91403104,0.0,,0.280075974025974,0.0,2566.6666666666665,0.0,0.0,0.24079259342892625,0.0,4095.04796774
F,18,Y2,2021 H1,13.0,9.0,False,False,False,OTHER,2,0,Y2,Eligible,Non-Rewards,High,3,346,345.0,0.0,0.0,380171.08,17061.95,390227.98,467550.0,3.0,0,0.0,0.0,1.0,63.0,17.0,405531.62010227,398468.88,345,467550.0,346,405531.62010227,0.0,0.0,0.83462299,1355.2173913,63.0,17.0,17061.95,0,405531.62010227,0.04207304,0,0.7563452,0.12509846569022867,0.7563451999999999,0.9662000000000001,0.0016400000000000002,1443,0.0092,0.0526,1086.045206995487,0.96998211,0.0,,0.813113207143621,0.008695652173913044,1355.2173913043478,0.002898550724637681,0.04927536231884058,0.04372303082931163,0.0,405531.62010227
F,26,Y3,2024 Q4,8.0,4.0,False,False,False,OTHER,4,0,Y3+,Eligible,Non-Rewards,Low,12,7,,,,,,,,,0,,,,,,,,7,24400.0,7,13795.66054839,0.0,0.0,0.0,0.0,,,,0,,0.0,0.007491666667,0.4565328,0.04761153099031615,0.45653279999999996,0.865,0.00491,3511,0.0071,0.055200000000000006,1517.0049317602668,0.91577919,,,,,,,,,,
F,18,Y2,2024 Q1,9.0,4.0,False,False,True,OTHER,5,0,Y2,Eligible,Rewards,Low,69,1,,,,,,,,,0,,,,,,,,1,5000.0,1,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2020 H2,14.0,4.0,False,False,False,APPROVED,1,500,Y1,Eligible,Non-Rewards,Low,23,1,,,,,,,,,0,,,,,,,,7,13050.0,1,6349.39798922,0.0,0.0,0.0,0.0,,,,0,,0.0,0.02886426689,0.69902997,0.030679820839461882,0.69902997,0.9417171691766,0.0011400000000000002,1115,0.00633566,0.07830000000000001,488.44504018266105,0.931857384035736,,,,,,,,,,
F,7,Y1-S7,2023 Q4,1.0,4.0,False,False,False,APPROVED,1,100,Y1,Eligible,Non-Rewards,Low,29,1,,,,,,,,,0,,,,,,,,1,1100.0,1,1022.44225806,0.0,0.0,0.0,0.0,,,,0,,0.0,0.003518271174,0.5734128,0.06911843946267088,0.5734128,0.7919449209707871,0.0011400000000000002,951,0.00420561,0.013900000000000001,506.2804479643786,0.9329387415379221,,,,,,,,,,
F,11,Y1-S11,2019 H2,7.0,2.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,High,28,30,30.0,0.0,0.0,6556.7,800.6,7294.52,20750.0,1.0,0,0.0,0.0,0.0,0.0,5.0,7207.01672569,6372.15,30,20750.0,30,7207.01672569,0.0,0.0,0.35154313,691.66666667,0.0,5.0,800.6,0,7207.01672569,0.11108619,0.01537421315,0.47233058,0.03669152369565217,0.47233058,0.872604321324825,0.0011400000000000002,690,0.0056416,0.049100000000000005,242.03415896085298,0.9102563418171141,0.0,,0.3159855421686747,0.03333333333333333,691.6666666666666,0.0,0.16666666666666666,0.1097536232678778,0.0,7207.01672569
F,18,Y2,2024 Q4,1.0,2.0,True,False,True,APPROVED,4,500,Y2,Eligible,Rewards,Low,46,1,,,,,,,,,0,,,,,,,,1,4500.0,1,3251.34806452,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0026,0.2615451888,0.038189190563573026,0.2638429,0.7552,0.0014600000000000001,4019,0.004200000000000001,0.0134,885.6314907108027,0.87920042,,,,,,,,,,
F,18,Y2,2024 Q3,1.0,2.0,False,True,False,OTHER,3,0,Y2,Eligible,Non-Rewards,Low,73,1,,,,,,,,,0,,,,,,,,1,2500.0,1,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2021 H2,7.0,10.0,False,False,False,APPROVED,1,2000,Y2,Eligible,Non-Rewards,High,15,6,6.0,0.0,0.0,16765.03,1460.23,17605.3,21500.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17152.42005144,16725.81,6,21500.0,6,17152.42005144,0.0,0.0,0.81885116,3583.33333333,0.0,0.0,1460.23,0,17152.42005144,0.08513259,0.01212249444,0.9138562,0.024705697264983038,0.9138562,0.8606,0.00197,2653,0.0067,0.0524,2191.704529389733,0.95675655,0.0,,0.7797688372093022,0.0,3583.3333333333335,0.0,0.0,0.08294263659238979,0.0,17152.42005144
F,7,Y1-S7,2022 Q3,6.0,4.0,False,False,False,APPROVED,1,1000,Y1,Eligible,Rewards,Low,69,135,,,,,,,,,0,,,,,,,,96,365750.0,135,206083.08427417,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,26,Y3,2025 Q2,9.0,8.0,False,False,False,OTHER,3,0,Y3+,Eligible,Rewards,Low,52,28,,,,,,,,,0,,,,,,,,27,71000.0,28,59657.99434409,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01375833333,0.6733841,0.016083220147805073,0.6733840999999999,0.8695,0.0015400000000000001,2483,0.0064,0.035,824.3449723645002,0.9465072999999999,,,,,,,,,,
F,11,Y1-S11,2020 H2,5.0,3.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,High,26,688,677.0,10.0,120.0,396878.4,52606.87,430512.11,806200.0,6.0,2,8348.17,9000.0,10.0,1674.65,24.0,410434.91052438,382325.8,677,806200.0,688,410434.91052438,0.177253,834.817,0.53400162,1190.84194978,1674.65,24.0,52606.87,2,410434.91052438,0.12817348,0.0127711581,0.54022523,0.048170091144032916,0.54022523,0.8583687807005921,0.0011400000000000002,729,0.0053725,0.0366,326.30952377677204,0.9240317199769471,0.014771048744460856,0.9275744444444445,0.4922828082361697,0.008862629246676515,1190.8419497784344,0.014771048744460856,0.03545051698670606,0.12219602835330232,0.0029542097488921715,410434.91052438
F,7,Y1-S7,2024 Q2,8.0,7.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,Low,24,35,,,,,,,,,0,,,,,,,,33,71000.0,35,51421.43274192,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01736848702,0.74594723,0.052699595690054495,0.74594723,0.8972391148787051,0.0011400000000000002,1468,0.0057658300000000004,0.0563,858.1079932299664,0.943754783146277,,,,,,,,,,
F,7,Y1-S7,2022 Q4,15.0,6.0,False,False,False,OTHER,1,0,Y1,Eligible,Rewards,Low,84,13,,,,,,,,,0,,,,,,,,6,7450.0,13,923.67633333,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2024 Q3,1.0,6.0,True,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,Low,52,1,,,,,,,,,0,,,,,,,,1,2000.0,1,17.186,0.0,0.0,0.0,0.0,,,,0,,0.0,0.00384375,0.66991374,0.08309368023662884,0.66991374,0.7919449209707871,0.0008399999999990001,1851,0.00420561,0.014400000000000001,1026.1978247519748,0.941835764111678,,,,,,,,,,
F,18,Y2,2022 Q4,1.0,2.0,True,False,True,APPROVED,2,3000,Y2,Eligible,Non-Rewards,Low,90,81,,,,,,,,,0,,,,,,,,77,477250.0,81,128061.7552076,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2022 Q4,6.0,9.0,False,False,True,APPROVED,3,3000,Y2,Eligible,Non-Rewards,Low,31,8,,,,,,,,,0,,,,,,,,48,294050.0,8,234153.34305376,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01620319689,0.6562328753,0.03862704919794909,0.7109080999999999,0.8462000000000001,0.0018100000000000002,5461,0.006200000000000001,0.0485,2484.3971352651615,0.9458438,,,,,,,,,,
F,18,Y2,2022 Q4,1.0,3.0,False,False,False,APPROVED,2,100,Y2,Eligible,Non-Rewards,High,12,1,1.0,0.0,0.0,0.0,0.0,0.0,1600.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1600.0,1,0.0,0.0,0.0,0.0,1600.0,0.0,0.0,0.0,0,0.0,0.0,0.0007477268792,0.3366704,0.09374638237889384,0.3366704,0.5979,0.00197,1573,0.0039000000000000003,0.0051,515.8344549589142,0.86714369,0.0,,0.0,0.0,1600.0,0.0,0.0,,0.0,0.0
F,18,Y2,2023 Q2,9.0,9.0,False,False,False,OTHER,1,0,Y2,Eligible,Rewards,Low,22,1,,,,,,,,,0,,,,,,,,113,212800.0,1,188139.5523963,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01696565626,0.8355448,0.0288493890046729,0.8355448,0.8822000000000001,0.0018100000000000002,642,0.0064,0.0616,425.8467543674197,0.95098691,,,,,,,,,,
F,11,Y1-S11,2022 Q2,6.0,7.0,True,False,False,APPROVED,1,1000,Y1,Eligible,Rewards,High,24,4,4.0,0.0,0.0,13201.94,160.48,14072.45,13650.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13592.18359139,12842.69,4,13650.0,4,13592.18359139,0.0,0.0,1.03094872,3412.5,0.0,0.0,160.48,0,13592.18359139,0.01180679,0.01488466773,0.7712548,0.06364698160245902,0.7712548,0.8709148785078291,0.0011400000000000002,1708,0.00551021,0.046200000000000005,1087.4363807689158,0.943754783146277,0.0,,0.9671750915750916,0.0,3412.5,0.0,0.0,0.011403842259165957,0.0,13592.18359139
F,11,Y1-S11,2019 H2,9.0,10.0,False,False,False,APPROVED,1,300,Y1,Eligible,Non-Rewards,High,10,1,1.0,0.0,0.0,900.0,10.0,921.78,900.0,0.0,0,0.0,0.0,0.0,0.0,0.0,941.67,946.39,1,900.0,1,941.67,0.0,0.0,1.0242,900.0,0.0,0.0,10.0,0,941.67,0.01061943,0.008975544746,0.95367963,0.061064657552549424,0.95367963,0.887231660538159,0.0009600000000000001,961,0.00631445,0.046,881.333395178566,0.9461401639773781,0.0,,1.0,0.0,900.0,0.0,0.0,0.010848575582026081,0.0,941.67
F,11,Y1-S11,2024 Q2,7.0,10.0,True,False,True,APPROVED,4,500,Y1,Eligible,Non-Rewards,Low,47,4,,,,,,,,,0,,,,,,,,4,18000.0,4,17635.22266667,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01273771364,0.8608329662,0.032528418596500006,0.86515876,0.86955055864978,0.0008399999999990001,4000,0.0056416,0.0463,1954.7352974122489,0.948684656166747,,,,,,,,,,
F,26,Y3,2020 H2,8.0,2.0,False,False,False,OTHER,1,0,Y3+,Eligible,Non-Rewards,High,15,7,7.0,0.0,0.0,0.0,0.0,50.98,5150.0,0.0,0,0.0,0.0,0.0,0.0,0.0,128.67677419,0.0,7,5150.0,7,128.67677419,0.0,0.0,0.00989903,735.71428571,0.0,0.0,0.0,0,128.67677419,0.0,0.01071372829,0.3460127,0.04755926443053435,0.3460127,0.8739,0.0019100000000000002,655,0.0068000000000000005,0.0562,207.14462870496814,0.8377629,0.0,,0.0,0.0,735.7142857142857,0.0,0.0,0.0,0.0,128.67677419
F,7,Y1-S7,2025 Q1,6.0,5.0,False,False,False,APPROVED,2,500,Y1,Eligible,Non-Rewards,Low,41,39,,,,,,,,,0,,,,,,,,39,86000.0,39,62775.11581877,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01170812854,0.63649276,0.04292953323380567,0.63649276,0.860157204537462,0.001019999999999,1976,0.00551021,0.0438,838.1524114851086,0.9377883106196371,,,,,,,,,,
F,11,Y1-S11,2024 Q4,,,False,False,False,OTHER,3,0,Y1,Eligible,Non-Rewards,Low,21,11,,,,,,,,,0,,,,,,,,6,18000.0,11,9369.75111828,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2024 Q2,6.0,6.0,False,False,False,OTHER,2,0,Y1,Eligible,Rewards,Low,21,135,,,,,,,,,0,,,,,,,,129,239000.0,135,155330.69872688,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01274002081,0.68020286,0.05172148956707317,0.68020286,0.877369482890049,0.0011400000000000002,1476,0.00551021,0.046700000000000005,870.9868262838847,0.9403482933086291,,,,,,,,,,
F,18,Y2,2023 Q4,4.0,3.0,False,False,False,APPROVED,1,2000,Y2,Eligible,Rewards,Low,78,1,,,,,,,,,0,,,,,,,,2,6300.0,1,1787.691,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2021 H2,11.0,10.0,False,False,False,OTHER,2,0,Y2,Eligible,Non-Rewards,Low,49,50,,,,,,,,,0,,,,,,,,35,92100.0,50,72231.80133487,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01618891561,0.7902717,0.012416125088255733,0.7902716999999999,0.8781,0.0014600000000000001,1439,0.0061,0.042300000000000004,518.4706500142322,0.9468437999999999,,,,,,,,,,
