RETRO_RISK_SERIES,STATEMENT_SEGMENT,NPV_STATEMENT_NUMBER_SEGMENT,COHORT,RETRO_RISK_GROUP,COMBINED_UTIL_GROUP,IS_IN_IN,IS_SWAP_IN,IS_4K_PLUS,REAL_OUTCOME,CREDIT_LIMIT_BUCKET,CLIP_AMOUNT_GROUP_ASSUMPTIONS,STATEMENT_SEGMENT_NEW,ELIGIBILITY_CATEGORY,REWARDS_TYPE,APR_TYPE,STATEMENTS_SINCE_CLIP,ORIGINAL_STATEMENTS,OPEN_STATEMENTS,CHARGED_OFF_STATEMENTS,CHARGEOFFS_PBAD,PURCHASE_BALANCE_OPEN_ACCOUNTS,TOTAL_BALANCE_OPEN_ACCOUNTS,CREDIT_LIMIT_OPEN_ACCOUNTS,BKT2_ACCOUNTS,VOLUNTARY_CLOSURES,PRINCIPAL_BALANCE_CHARGEDOFF_ACCOUNTS,CREDIT_LIMIT_CHARGEDOFF_ACCOUNTS,CASH_ADVANCE_TAKERS,CASH_ADVANCE_AMOUNT,LATE_FEES,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS,AVERAGE_PURCHASE_BALANCE_OPEN_ACCOUNTS,DQ30_RATE,OPEN_STATEMENTS_ASSUMPTIONS,CREDIT_LIMIT_OPEN_ACCOUNTS_ASSUMPTIONS,ORIGINAL_STATEMENTS_ASSUMPTIONS,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS_ASSUMPTIONS,PBAD,SEVERITY,UTILIZATION,CREDIT_LINE,CASH_ADVANCE_AGGREGATE,PENALTY_AGGREGATE,PVOL_AGGREGATE,ATTRITION_AGGREGATE,OUTSTANDING_AGGREGATE,REVOLVE_AGGREGATE,PBAD_PER_OPEN,UTILIZATION_PER_OPEN,FINAL_PURCHASE_VOLUME_PERCENTAGE,UTIL_OPEN_ASMPT,SEVERITY_ASMPT,CLOSE_OPEN_ASMPT,CREDIT_LINE_PER_OPEN,CASH_INCIDENCE_ASMPT,PENALTY_FEE_RATE_ASMPT,OUTSTANDINGS_PER_ORIGINAL_ASMPT,REVOLVE_RATE_ASMPT
F,7,Y1-S7,2021 H2,1,1,False,False,False,APPROVED,1,100,Y1,Not Eligible,Non-Rewards,Low,1,1,,,,,,,,0,,,,,,,,,808,806450.00,1,41074.48535335,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,6.034153308000000e-05,0.05731422,0.21061033833017875,0.05731422,0.292112138297198,0.0007800000000000001,951,0.00329744,0.004,54.46001971295352,0.183202058869739
F,11,Y1-S11,2024 Q1,1,1,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,High,1,43,43.0,0.0,0.0,6712.86,3579.07,57800.00,0.0,0,0.00,0.00,0.0,0.00,0.0,3090.90457173,1199.25,0.000000,43,57800.00,43,3090.90457173,0.000000,0E-8,0.06192163,1344.18604651,0.00,0.0,6712.86,0,3090.90457173,2.17181082,7.726257308000001e-05,0.0999441,0.18092348770066666,0.0999441,0.292112138297198,0.0007800000000000001,1500,0.00329744,0.004,149.78763249550474,0.183202058869739
F,7,Y1-S7,2021 H2,1,1,False,False,False,APPROVED,1,100,Y1,Not Eligible,Rewards,Low,1,1,,,,,,,,0,,,,,,,,,808,806450.00,1,41074.48535335,0.000000,0E-8,0E-8,0E-8,,,,0,,0E-8,6.034153308000000e-05,0.05731422,0.21061033833017875,0.05731422,0.292112138297198,0.0007800000000000001,951,0.00329744,0.004,54.46001971295352,0.183202058869739
F,7,Y1-S7,2023 Q3,1,1,True,False,False,APPROVED,2,750,Y1,Eligible,Rewards,High,1,61,61.0,0.0,0.0,28100.67,15549.25,163250.00,0.0,0,0.00,0.00,0.0,0.00,0.0,13307.78523633,1824.59,0.000000,61,163250.00,61,13307.78523633,0.000000,0E-8,0.09524809,2676.22950820,0.00,0.0,28100.67,0,13307.78523633,2.11159630,6.034153308000000e-05,0.05226945,0.2282425402306667,0.05226945,0.292112138297198,0.0007800000000000001,2250,0.00329744,0.004,117.50743307307094,0.183202058869739
F,7,Y1-S7,2025 Q1,1,1,False,False,False,APPROVED,3,1000,Y1,Eligible,Non-Rewards,High,1,361,361.0,0.0,0.0,143595.04,92163.74,1441300.00,0.0,0,0.00,0.00,3.0,3518.00,0.0,73467.81141706,11283.34,0.000000,361,1441300.00,361,73467.81141706,0.000000,0E-8,0.06394487,3992.52077562,3518.00,0.0,143595.04,0,73467.81141706,1.95452998,6.185007140000001e-05,0.05352185993,0.22513893710202287,0.05383753,0.292112138297198,0.0007800000000000001,3411,0.00329744,0.004,182.40937349258036,0.183202058869739
F,7,Y1-S7,2024 Q1,1,1,True,False,False,APPROVED,3,500,Y1,Not Eligible,Non-Rewards,High,1,3,3.0,0.0,0.0,0.00,-0.58,10500.00,0.0,0,0.00,0.00,0.0,0.00,0.0,0E-8,0.00,0.000000,3,10500.00,3,0E-8,0.000000,0E-8,-0.00005524,3500.00000000,0.00,0.0,0.00,0,0E-8,0E-8,6.034153308000000e-05,0.05365258486,0.21575747295637238,0.05383753,0.292112138297198,0.0007800000000000001,2911,0.00329744,0.004,156.05142773930706,0.183202058869739
F,7,Y1-S7,2023 Q2,1,1,True,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,High,1,202,202.0,0.0,0.0,53686.93,33264.42,372450.00,0.0,0,0.00,0.00,1.0,817.99,0.0,24125.13238651,2741.76,0.000000,202,372450.00,202,24125.13238651,0.000000,0E-8,0.08931244,1843.81188119,817.99,0.0,53686.93,0,24125.13238651,2.22535276,6.185007140000001e-05,0.05731422,0.24423148080713128,0.05731422,0.292112138297198,0.0007800000000000001,1851,0.00329744,0.004,105.9993105066512,0.183202058869739
F,11,Y1-S11,2024 Q4,1,1,False,False,False,APPROVED,1,2000,Y1,Eligible,Non-Rewards,High,1,43,43.0,0.0,0.0,7727.34,3173.12,118200.00,0.0,0,0.00,0.00,0.0,0.00,0.0,3485.10460215,208.70,0.000000,43,118200.00,43,3485.10460215,0.000000,0E-8,0.02684535,2748.83720930,0.00,0.0,7727.34,0,3485.10460215,2.21724765,8.305726606000000e-05,0.1142804,0.24712132113468957,0.11428039999999999,0.292112138297198,0.0007800000000000001,2851,0.00329744,0.004,325.5322247601439,0.183202058869739
F,11,Y1-S11,2020 H2,1,1,True,False,False,APPROVED,1,500,Y1,Eligible,Non-Rewards,High,1,401,401.0,0.0,0.0,85953.88,52392.24,520400.00,0.0,0,0.00,0.00,0.0,0.00,0.0,41568.82000000,3646.25,0.000000,401,520400.00,401,41568.82000000,0.000000,0E-8,0.10067686,1297.75561097,0.00,0.0,85953.88,0,41568.82000000,2.06774886,7.726257308000001e-05,0.1142804,0.2158476222531458,0.11428039999999999,0.292112138297198,0.0007800000000000001,1351,0.00329744,0.004,154.2604652135188,0.183202058869739
F,7,Y1-S7,2024 Q1,1,1,True,False,False,APPROVED,1,1500,Y1,Eligible,Rewards,High,1,26,26.0,0.0,0.0,7483.12,5686.41,59750.00,0.0,0,0.00,0.00,0.0,0.00,0.0,2645.40005559,0.00,0.000000,26,59750.00,26,2645.40005559,0.000000,0E-8,0.09517004,2298.07692308,0.00,0.0,7483.12,0,2645.40005559,2.82872906,6.335860973000000e-05,0.05731422,0.2517870615278605,0.05731422,0.292112138297198,0.0007800000000000001,2351,0.00329744,0.004,134.63209224745125,0.183202058869739
F,7,Y1-S7,2023 Q2,1,1,True,False,True,APPROVED,4,1000,Y1,Eligible,Rewards,High,1,1,1.0,0.0,0.0,0.00,-3.00,4500.00,0.0,0,0.00,0.00,0.0,0.00,0.0,0E-8,0.00,0.000000,1,4500.00,1,0E-8,0.000000,0E-8,-0.00066667,4500.00000000,0.00,0.0,0.00,0,0E-8,0E-8,6.185007140000001e-05,0.05389255867,0.21965666004266668,0.0543759,0.292112138297198,0.0007800000000000001,4500,0.00329744,0.004,242.3123514703608,0.183202058869739
F,11,Y1-S11,2023 Q2,1,1,False,False,False,OTHER,3,0,Y1,Eligible,Non-Rewards,High,1,347,347.0,0.0,0.0,58945.91,39936.29,868250.00,0.0,0,0.00,0.00,1.0,647.99,0.0,31808.81491341,2467.94,0.000000,347,868250.00,347,31808.81491341,0.000000,0E-8,0.04599630,2502.16138329,647.99,0.0,58945.91,0,31808.81491341,1.85313128,7.726257308000001e-05,0.09952113,0.1809234877005392,0.09952113,0.292112138297198,0.0007800000000000001,2411,0.00329744,0.004,239.73974818090912,0.183202058869739
F,11,Y1-S11,2024 Q4,1,1,True,False,False,APPROVED,1,2000,Y1,Eligible,Non-Rewards,High,1,5,5.0,0.0,0.0,894.01,942.83,14250.00,0.0,0,0.00,0.00,0.0,0.00,0.0,613.44548387,657.17,0.000000,5,14250.00,5,613.44548387,0.000000,0E-8,0.06616351,2850.00000000,0.00,0.0,894.01,0,613.44548387,1.45735852,8.305726606000000e-05,0.1142804,0.24712132113468957,0.11428039999999999,0.292112138297198,0.0007800000000000001,2851,0.00329744,0.004,325.5322247601439,0.183202058869739
